,Posted On,BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,house_floor,no_floor
4329,5/3/2022,2,7500,1200,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
4330,5/20/2022,2,13000,700,Super Area,"Habsiguda, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3,4
4331,5/29/2022,4,52000,2700,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,4,Contact Owner,11,13
4332,7/10/2022,2,22000,1100,Carpet Area,"Miyapur, NH 9",Hyderabad,Furnished,Family,2,Contact Agent,1,12
4333,4/28/2022,2,18000,1000,Carpet Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,Ground,2
4334,6/6/2022,2,7000,1000,Super Area,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2
4335,6/8/2022,3,16500,1600,Super Area,Attapur,Hyderabad,Semi-Furnished,Family,3,Contact Owner,2,5
4336,5/24/2022,3,13000,1550,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,1,5
4337,6/25/2022,1,6000,600,Super Area,Amberpet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,4
4338,7/6/2022,1,6000,500,Super Area,RTC Cross Road,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
4339,7/10/2022,2,21000,1100,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4,5
4340,5/7/2022,3,10000,1000,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Furnished,Family,2,Contact Owner,2,2
4341,5/9/2022,2,12000,1000,Super Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
4342,7/2/2022,3,30000,1800,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,5,5
4343,7/10/2022,2,15000,1300,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,3,5
4344,5/12/2022,2,10000,1100,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
4345,5/12/2022,2,9000,950,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
4346,7/1/2022,2,10000,1000,Carpet Area,Rock Town Colony,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,2,3
4347,5/20/2022,2,8000,1200,Super Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
4348,6/18/2022,6,60000,2800,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,7,Contact Owner,Ground,3
4349,6/29/2022,2,8000,550,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
4350,6/10/2022,2,8500,1000,Carpet Area,Medipally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,16
4351,5/12/2022,2,7500,800,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
4352,6/18/2022,2,5000,600,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
4353,7/2/2022,3,30000,1800,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Family,3,Contact Owner,5,5
4354,5/1/2022,1,7500,500,Super Area,"Champapet, Koti",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
4355,6/12/2022,2,12000,1000,Super Area,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
4356,6/10/2022,2,15500,1100,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
4357,4/29/2022,3,26000,1450,Super Area,"Lingampally-Serilingampally, NH 2 2",Hyderabad,Semi-Furnished,Family,2,Contact Owner,4,7
4358,5/26/2022,1,8000,550,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
4359,6/30/2022,2,12000,933,Super Area,Kompally,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,5
4360,7/2/2022,3,15000,1100,Carpet Area,Prashanth Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,10
4361,6/18/2022,2,10000,1030,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Family,2,Contact Owner,3,6
4362,5/28/2022,3,20000,1150,Carpet Area,"Pragathi Nagar, Moosapet",Hyderabad,Semi-Furnished,Family,3,Contact Owner,2,4
4363,6/10/2022,2,12500,850,Carpet Area,Prem nagar-Erragadda,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,Ground,5
4364,6/2/2022,2,18000,1000,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
4365,6/21/2022,3,21000,1400,Carpet Area,"LB Nagar, NH 9",Hyderabad,Semi-Furnished,Family,3,Contact Owner,3,4
4366,7/10/2022,3,95000,2700,Carpet Area,Gachibowli,Hyderabad,Furnished,Bachelors,3,Contact Agent,23,30
4367,5/19/2022,3,26000,1700,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Semi-Furnished,Family,3,Contact Owner,7,14
4368,6/2/2022,3,53000,1742,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,2,Contact Agent,25,35
4369,6/14/2022,2,13000,1000,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
4370,6/29/2022,2,12000,1440,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
4371,7/6/2022,3,28000,1600,Super Area,Chanda Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,6
4372,7/6/2022,3,57000,1838,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,4,30
4373,5/24/2022,2,10000,1200,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,2
4374,5/6/2022,3,21467,200,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
4375,5/23/2022,1,32000,1050,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors,1,Contact Agent,2,3
4376,7/7/2022,1,7000,400,Carpet Area,Humayun Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4,4
4377,7/6/2022,2,30000,1350,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,5,14
4378,5/17/2022,3,40000,1960,Super Area,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,Bachelors,3,Contact Agent,13,25
4379,6/8/2022,1,9000,800,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
4380,7/2/2022,2,15000,1000,Super Area,Bachupally,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,5
4381,6/29/2022,2,18000,1100,Super Area,Begumpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
4382,5/29/2022,3,25000,1480,Super Area,Nizam Colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,2,3
4383,6/22/2022,1,8500,700,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
4384,6/13/2022,3,20000,1500,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,5,6
4385,6/25/2022,2,12000,1000,Super Area,Upperpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5,6
4386,6/11/2022,2,12500,900,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
4387,7/2/2022,3,25000,1250,Super Area,"Red Hills, Lakdikapul, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,8
4388,5/31/2022,2,10000,1100,Super Area,"Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,2,2
4389,5/12/2022,3,18000,1300,Super Area,"Lakdikapul, NH 9",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,3,3
4390,6/21/2022,3,12000,1275,Carpet Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4,5
4391,6/14/2022,3,13000,1265,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,5
4392,4/29/2022,1,13000,700,Carpet Area,Panjagutta Colony,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,1,3
4393,5/20/2022,2,25000,1150,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,5
4394,7/3/2022,2,9000,850,Carpet Area,"Srinivasa Colony, Secunderabad",Hyderabad,Semi-Furnished,Family,2,Contact Owner,Ground,2
4395,6/2/2022,2,10000,1285,Super Area,"Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
4396,7/6/2022,3,15000,2000,Super Area,Thumukunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,Ground,2
4397,7/6/2022,2,20000,1000,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1
4398,5/22/2022,1,13500,700,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,4
4399,6/25/2022,3,21000,1100,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,10
4400,7/6/2022,2,10000,1000,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
4401,6/18/2022,2,10000,800,Super Area,"Chintal, NH 7",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,5
4402,5/5/2022,2,10000,1400,Super Area,Ammenpur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,Ground,1
4403,7/7/2022,2,24000,1350,Carpet Area,Hitech City,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
4404,5/1/2022,2,13000,1100,Super Area,"Hyder Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
4405,6/29/2022,2,8000,840,Super Area,"SV Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
4406,6/18/2022,2,55000,1325,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,6,8
4407,7/2/2022,5,50000,3500,Carpet Area,"Ramanthapur, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,6,Contact Owner,2,3
4408,5/10/2022,3,32000,1250,Carpet Area,"Chanda Naik Nagar, Madhapur",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,5,6
4409,6/6/2022,3,22000,1500,Super Area,Petbasheerabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,3,6
4410,6/3/2022,2,8500,1050,Carpet Area,Hydershakote,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
4411,5/9/2022,3,12000,1200,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
4412,5/31/2022,3,15000,1500,Carpet Area,KBR Laxmi Residency,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4,5
4413,6/6/2022,1,3000,100,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
4414,6/2/2022,3,52000,1742,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,23,35
4415,7/8/2022,2,9500,650,Carpet Area,in Kushaiguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
4416,7/6/2022,3,46000,2235,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Family,5,Contact Agent,Ground,10
4417,7/8/2022,2,12000,1000,Super Area,"Gouri Shankar Nagar Colony, Banjara Hills",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
4418,5/20/2022,2,8000,175,Super Area,"Old Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
4419,7/6/2022,2,9000,160,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
4420,5/20/2022,2,10000,1200,Super Area,"Jillelguda, Medbowli",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,3
4421,5/26/2022,2,39000,1283,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors,2,Contact Agent,5,34
4422,5/22/2022,1,9000,600,Super Area,"Domalguda, Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,3
4423,7/10/2022,4,120000,3455,Super Area,Madhapur,Hyderabad,Semi-Furnished,Family,4,Contact Agent,12,17
4424,6/29/2022,3,25000,1500,Carpet Area,"Ayodhya Nagar, Quthbullapur",Hyderabad,Semi-Furnished,Family,3,Contact Owner,1,2
4425,7/6/2022,1,14000,540,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,1,Contact Agent,1,5
4426,6/30/2022,1,6000,500,Super Area,"Lalaguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
4427,6/14/2022,2,15000,1100,Super Area,"Dilsukh Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
4428,5/24/2022,2,8000,1350,Carpet Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,1,2
4429,5/6/2022,1,6000,400,Super Area,Shamshabad,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
4430,7/8/2022,2,10000,120,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
4431,5/12/2022,3,35000,3050,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,Ground,2
4432,5/12/2022,2,16000,400,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,Ground,2
4433,7/2/2022,2,14000,800,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
4434,7/2/2022,2,10000,90,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
4435,5/25/2022,1,7000,500,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
4436,5/16/2022,2,8000,1150,Super Area,Kistareddypet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
4437,4/30/2022,3,22000,1700,Super Area,"Vahini nagar, Karkhana, Hyderabad road no 2a",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
4438,6/2/2022,2,12000,1000,Super Area,Nadeem Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
4439,7/6/2022,3,10000,1100,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,4
4440,6/28/2022,3,15000,1360,Super Area,Badesahebguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,6,8
4441,6/29/2022,1,6500,400,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
4442,5/2/2022,2,25000,1150,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
4443,6/25/2022,2,12000,700,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
4444,5/21/2022,1,9000,100,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Upper Basement,4
4445,7/5/2022,2,7000,800,Carpet Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,Ground,1
4446,7/2/2022,2,20000,500,Super Area,East Nehru Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
4447,5/16/2022,2,9000,900,Super Area,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
4448,6/25/2022,3,30000,1500,Carpet Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
4449,6/5/2022,3,15500,1600,Super Area,Madhura Nagar,Hyderabad,Semi-Furnished,Family,3,Contact Owner,1,4
4450,5/27/2022,2,10500,1300,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
4451,6/15/2022,3,16000,1305,Super Area,Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
4452,5/12/2022,1,6000,400,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
4453,5/12/2022,2,15000,600,Super Area,"Khaja Guda, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,2
4454,6/15/2022,2,21000,1130,Super Area,"Hyder Nagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,3,5
4455,7/6/2022,4,400000,7000,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,6,Contact Agent,Lower Basement,2
4456,7/5/2022,1,9000,890,Carpet Area,Ameenpur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner,4,5
4457,6/14/2022,3,30000,1606,Super Area,Peeramcheru,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,9,19
4458,5/12/2022,1,6500,650,Super Area,"Quthbullapur, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
4459,6/28/2022,2,6000,600,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
4460,7/6/2022,2,45000,1350,Carpet Area,Gachibowli,Hyderabad,Furnished,Bachelors,2,Contact Agent,20,35
4461,6/28/2022,2,15000,1050,Super Area,"Venkata Ramana Colony, Nagole",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
4462,6/22/2022,2,16000,1600,Super Area,Old Alwal,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,1,2
4463,5/12/2022,3,22000,1840,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,3,6
4464,5/12/2022,2,12000,1100,Super Area,Serilingampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5,6
4465,5/12/2022,2,13000,800,Super Area,Qutub Shahi Tombs,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
4466,5/12/2022,2,10000,800,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
4467,5/20/2022,2,15000,1100,Super Area,"Boduppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
4468,5/12/2022,3,15000,2000,Super Area,"Bongloor, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,Ground,1
4469,5/12/2022,1,9000,750,Super Area,Balanagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,5
4470,5/12/2022,3,20000,1650,Super Area,"Pocharam, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,5
4471,6/1/2022,2,6500,600,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
4472,6/21/2022,3,45000,2352,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,4,Contact Owner,1,5
4473,7/5/2022,3,42000,2671,Carpet Area,Whitefields,Hyderabad,Semi-Furnished,Family,3,Contact Owner,2,14
4474,5/20/2022,2,12000,550,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
4475,5/12/2022,3,24000,1700,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,1,5
4476,5/12/2022,2,16000,1050,Carpet Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
4477,7/7/2022,6,20000,2400,Super Area,"Mallikarjuna Nagar, Secunderabad",Hyderabad,Unfurnished,Family,4,Contact Owner,Ground,1
4478,7/2/2022,2,15000,800,Super Area,Vijaya Puri Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
4479,5/16/2022,2,15000,1000,Super Area,"Koti, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
4480,5/12/2022,2,8000,1100,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
4481,5/12/2022,1,6500,160,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
4482,6/9/2022,2,22000,1230,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner,5,5
4483,5/12/2022,1,6200,500,Super Area,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,5
4484,5/12/2022,1,9000,300,Super Area,Begumpet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,2,4
4485,6/4/2022,2,9000,1156,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,Ground,2
4486,5/12/2022,2,15000,1100,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
4487,6/14/2022,2,15000,1250,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,3,4
4488,5/16/2022,1,6800,650,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
4489,5/12/2022,1,5000,350,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
4490,5/12/2022,2,12000,1500,Super Area,Akhilandeswari Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,Ground,3
4491,5/12/2022,2,12000,100,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
4492,5/12/2022,2,12000,900,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
4493,6/3/2022,2,18000,990,Super Area,"Somajiguda, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3,3
4494,6/21/2022,3,25000,1700,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,5,5
4495,6/28/2022,2,15000,900,Super Area,"Moosarambagh, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3,6
4496,5/14/2022,3,23000,1700,Super Area,Hyderabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,5
4497,5/20/2022,2,10500,1050,Super Area,Hastinapuram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
4498,5/10/2022,3,37000,1550,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,3,5
4499,5/12/2022,2,16000,1050,Carpet Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
4500,5/12/2022,3,25000,1600,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4,5
4501,6/29/2022,2,14000,1250,Super Area,Ram Bagh Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
4502,5/12/2022,2,10000,700,Super Area,Old Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
4503,5/12/2022,2,12500,1100,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
4504,5/12/2022,2,15000,850,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,5
4505,6/25/2022,3,35000,1700,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,2,3
4506,5/9/2022,3,30000,1800,Carpet Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1,5
4507,5/16/2022,1,8000,520,Super Area,"New Boiguda, Boiguda",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,5
4508,5/12/2022,2,7000,800,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
4509,5/12/2022,1,5500,67,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,1
4510,5/12/2022,1,5000,500,Super Area,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
4511,5/12/2022,2,8500,1060,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
4512,5/16/2022,2,8000,900,Super Area,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,Ground,2
4513,5/12/2022,2,16000,1650,Super Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
4514,5/12/2022,2,7500,800,Super Area,Meerpet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
4515,5/12/2022,6,35000,3400,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,7,Contact Owner,Ground,2
4516,7/6/2022,3,8000,1100,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,5
4517,6/21/2022,2,45000,1492,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4,31
4518,7/6/2022,3,9000,1100,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,4
4519,6/14/2022,4,60000,2990,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,3,13
4520,6/21/2022,3,70000,2780,Super Area,Nanakram Guda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,4,26
4521,5/2/2022,2,9000,1100,Carpet Area,Aminpur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
